time,Trabajo grupal
Tue 23:20:00,681.414080349673
Tue 23:25:00,681.414080349673
Tue 23:30:00,681.414080349673
Tue 23:35:00,681.414080349673
Tue 23:40:00,681.414080349673
Tue 23:45:00,681.414080349673
Tue 23:50:00,660.4674696459826
Tue 23:55:00,660.4674696459826
Wed 00:00:00,820.4674696459826
Wed 00:05:00,820.4674696459826
Wed 00:10:00,820.4674696459826
Wed 00:15:00,755.5926112649935
Wed 00:20:00,675.5926112649935
Wed 00:25:00,755.5926112649935
Wed 00:30:00,755.5926112649935
Wed 00:35:00,675.5926112649935
Wed 00:40:00,745.8075505003936
Wed 00:45:00,745.8075505003936
Wed 00:50:00,745.8075505003936
Wed 00:55:00,745.8075505003936
Wed 01:00:00,905.8075505003936
Wed 01:05:00,985.8075505003936
Wed 01:10:00,985.8075505003936
Wed 01:15:00,985.8075505003936
Wed 01:20:00,905.8075505003936
Wed 01:25:00,905.8075505003936
Wed 01:30:00,905.8075505003936
Wed 01:35:00,825.8075505003936
Wed 01:40:00,825.8075505003936
Wed 01:45:00,825.8075505003936
Wed 01:50:00,905.8075505003936
Wed 01:55:00,846.754161204084
Wed 02:00:00,846.754161204084
Wed 02:05:00,686.754161204084
Wed 02:10:00,766.754161204084
Wed 02:15:00,766.754161204084
Wed 02:20:00,766.754161204084
Wed 02:25:00,766.754161204084
Wed 02:30:00,686.754161204084
Wed 02:35:00,686.754161204084
Wed 02:40:00,686.754161204084
Wed 02:45:00,560
Wed 02:50:00,560
Wed 02:55:00,560
Wed 03:00:00,560
Wed 03:05:00,400
Wed 03:10:00,320
Wed 03:15:00,320
Wed 03:20:00,240
Wed 03:25:00,240
Wed 03:30:00,160
Wed 03:35:00,160
Wed 03:40:00,160
Wed 03:45:00,160
Wed 03:50:00,160
Wed 03:55:00,80
Wed 04:00:00,80
Wed 04:05:00,80
Wed 04:10:00,80
Wed 04:15:00,0
Wed 04:20:00,0
Wed 04:25:00,0
Wed 04:30:00,0
Wed 04:35:00,0
Wed 04:40:00,0
Wed 04:45:00,0
Wed 04:50:00,0
Wed 04:55:00,0
Wed 05:00:00,0
Wed 05:05:00,0
Wed 05:10:00,0
Wed 05:15:00,0
Wed 05:20:00,80
Wed 05:25:00,80
Wed 05:30:00,80
Wed 05:35:00,80
Wed 05:40:00,80
Wed 05:45:00,80
Wed 05:50:00,80
Wed 05:55:00,80
Wed 06:00:00,80
Wed 06:05:00,80
Wed 06:10:00,80
Wed 06:15:00,80
Wed 06:20:00,80
Wed 06:25:00,80
Wed 06:30:00,80
Wed 06:35:00,80
Wed 06:40:00,80
Wed 06:45:00,80
Wed 06:50:00,80
Wed 06:55:00,80
Wed 07:00:00,80
Wed 07:05:00,80
Wed 07:10:00,80
Wed 07:15:00,80
Wed 07:20:00,80
Wed 07:25:00,0
Wed 07:30:00,0
Wed 07:35:00,0
Wed 07:40:00,0
Wed 07:45:00,0
Wed 07:50:00,0
Wed 07:55:00,0
Wed 08:00:00,0
