time,Trabajo grupal
Mon 00:00:00,113.78914615227362
Mon 00:05:00,113.78914615227362
Mon 00:10:00,113.78914615227362
Mon 00:15:00,113.78914615227362
Mon 00:20:00,113.78914615227362
Mon 00:25:00,113.78914615227362
Mon 00:30:00,125.55688103441084
Mon 00:35:00,125.55688103441084
Mon 00:40:00,125.55688103441084
Mon 00:45:00,125.55688103441084
Mon 00:50:00,125.55688103441084
Mon 00:55:00,125.55688103441084
Mon 01:00:00,125.55688103441084
Mon 01:05:00,125.55688103441084
Mon 01:10:00,138.38118869778276
Mon 01:15:00,138.38118869778276
Mon 01:20:00,138.38118869778276
Mon 01:25:00,138.38118869778276
Mon 01:30:00,138.38118869778276
Mon 01:35:00,142.3549721145032
Mon 01:40:00,140.244230399932
Mon 01:45:00,140.244230399932
Mon 01:50:00,142.68474832594111
Mon 01:55:00,142.68474832594111
Mon 02:00:00,142.68474832594111
Mon 02:05:00,142.68474832594111
Mon 02:10:00,142.68474832594111
Mon 02:15:00,142.68474832594111
Mon 02:20:00,142.68474832594111
Mon 02:25:00,145.81511362430905
Mon 02:30:00,145.81511362430905
Mon 02:35:00,145.81511362430905
Mon 02:40:00,145.81511362430905
Mon 02:45:00,145.81511362430905
Mon 02:50:00,148.87176973094188
Mon 02:55:00,148.87176973094188
Mon 03:00:00,148.87176973094188
Mon 03:05:00,148.87176973094188
Mon 03:10:00,140.52568260038333
Mon 03:15:00,140.52568260038333
Mon 03:20:00,140.52568260038333
Mon 03:25:00,140.52568260038333
Mon 03:30:00,140.52568260038333
Mon 03:35:00,140.52568260038333
Mon 03:40:00,140.52568260038333
Mon 03:45:00,140.52568260038333
Mon 03:50:00,140.52568260038333
Mon 03:55:00,140.52568260038333
Mon 04:00:00,140.52568260038333
Mon 04:05:00,118.8881060850928
Mon 04:10:00,118.8881060850928
Mon 04:15:00,118.8881060850928
Mon 04:20:00,118.8881060850928
Mon 04:25:00,118.8881060850928
Mon 04:30:00,118.8881060850928
Mon 04:35:00,118.8881060850928
Mon 04:40:00,109.1129174075839
Mon 04:45:00,109.1129174075839
Mon 04:50:00,109.1129174075839
Mon 04:55:00,109.1129174075839
Mon 05:00:00,101.77442805816008
Mon 05:05:00,101.77442805816008
Mon 05:10:00,101.77442805816008
Mon 05:15:00,101.77442805816008
Mon 05:20:00,101.77442805816008
Mon 05:25:00,101.77442805816008
Mon 05:30:00,101.77442805816008
Mon 05:35:00,101.77442805816008
Mon 05:40:00,95.74606370252646
Mon 05:45:00,95.74606370252646
Mon 05:50:00,95.74606370252646
Mon 05:55:00,95.74606370252646
Mon 06:00:00,95.74606370252646
Mon 06:05:00,95.74606370252646
Mon 06:10:00,95.74606370252646
Mon 06:15:00,95.74606370252646
Mon 06:20:00,95.74606370252646
Mon 06:25:00,101.21239868330991
Mon 06:30:00,101.21239868330991
Mon 06:35:00,101.21239868330991
Mon 06:40:00,101.21239868330991
Mon 06:45:00,101.21239868330991
Mon 06:50:00,101.21239868330991
Mon 06:55:00,101.21239868330991
Mon 07:00:00,101.21239868330991
Mon 07:05:00,101.21239868330991
Mon 07:10:00,92.92975005491007
Mon 07:15:00,92.92975005491007
Mon 07:20:00,92.92975005491007
Mon 07:25:00,92.92975005491007
Mon 07:30:00,92.92975005491007
Mon 07:35:00,82.67804093836585
Mon 07:40:00,70.79426514125333
Mon 07:45:00,70.79426514125333
Mon 07:50:00,70.79426514125333
Mon 07:55:00,70.79426514125333
Mon 08:00:00,70.79426514125333
Mon 08:05:00,60.54692095115688
Mon 08:10:00,60.54692095115688
Mon 08:15:00,60.54692095115688
Mon 08:20:00,60.54692095115688
Mon 08:25:00,60.54692095115688
Mon 08:30:00,56.69589882512754
Mon 08:35:00,56.69589882512754
Mon 08:40:00,56.69589882512754
Mon 08:45:00,56.69589882512754
Mon 08:50:00,56.69589882512754
Mon 08:55:00,56.69589882512754
Mon 09:00:00,56.69589882512754
Mon 09:05:00,56.69589882512754
Mon 09:10:00,56.69589882512754
Mon 09:15:00,56.69589882512754
Mon 09:20:00,56.69589882512754
Mon 09:25:00,56.69589882512754
Mon 09:30:00,56.69589882512754
Mon 09:35:00,56.69589882512754
Mon 09:40:00,54.775375806759506
Mon 09:45:00,54.775375806759506
Mon 09:50:00,42.65970027402291
Mon 09:55:00,42.65970027402291
Mon 10:00:00,42.65970027402291
Mon 10:05:00,42.65970027402291
Mon 10:10:00,42.65970027402291
Mon 10:15:00,42.65970027402291
Mon 10:20:00,42.65970027402291
Mon 10:25:00,42.65970027402291
Mon 10:30:00,42.65970027402291
Mon 10:35:00,30.89196539188569
Mon 10:40:00,30.89196539188569
Mon 10:45:00,30.89196539188569
Mon 10:50:00,30.89196539188569
Mon 10:55:00,30.89196539188569
Mon 11:00:00,30.89196539188569
Mon 11:05:00,30.89196539188569
Mon 11:10:00,30.89196539188569
Mon 11:15:00,18.067657728513765
Mon 11:20:00,18.067657728513765
Mon 11:25:00,18.067657728513765
Mon 11:30:00,18.067657728513765
Mon 11:35:00,18.067657728513765
Mon 11:40:00,14.093874311793314
Mon 11:45:00,14.093874311793314
Mon 11:50:00,14.093874311793314
Mon 11:55:00,11.653356385784221
Mon 12:00:00,11.653356385784221
Mon 12:05:00,11.653356385784221
Mon 12:10:00,11.653356385784221
Mon 12:15:00,11.653356385784221
Mon 12:20:00,11.653356385784221
Mon 12:25:00,11.653356385784221
Mon 12:30:00,8.522991087416296
Mon 12:35:00,8.522991087416296
Mon 12:40:00,8.522991087416296
Mon 12:45:00,8.522991087416296
Mon 12:50:00,8.522991087416296
