t_stamp,Ruta: San Jose- Desamparados,Ruta: San Jose- Alajuela,Ruta: Uruca-Pavas-Escazu,Ruta: San Jose-Carpio-Uruca,Consumo total (kW)
Mon 10:15:00,80.0,160.0,42.65970027402291,112.42282978563485,395.08253005965776
Mon 10:20:00,80.0,160.0,42.65970027402291,112.42282978563485,395.08253005965776
Mon 10:25:00,80.0,240.0,42.65970027402291,112.42282978563485,475.08253005965776
Mon 10:30:00,80.0,240.0,42.65970027402291,112.42282978563485,475.08253005965776
Mon 10:35:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 10:40:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 10:45:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 10:50:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 10:55:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 11:00:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 11:05:00,80.0,240.0,30.89196539188569,112.42282978563485,463.3147951775205
Mon 11:10:00,80.0,240.0,30.89196539188569,94.8793436885844,445.77130908047013
Mon 11:15:00,80.0,240.0,18.067657728513765,94.8793436885844,432.9470014170982
Mon 11:20:00,80.0,240.0,18.067657728513765,88.08835812555574,426.1560158540695
Mon 11:25:00,80.0,160.0,18.067657728513765,78.86318110599346,336.93083883450726
Mon 11:30:00,0.0,160.0,18.067657728513765,78.86318110599346,256.93083883450726
Mon 11:35:00,0.0,160.0,18.067657728513765,71.53646955440611,249.60412728291988
Mon 11:40:00,0.0,240.0,14.093874311793314,71.53646955440611,325.6303438661994
Mon 11:45:00,0.0,240.0,14.093874311793314,71.53646955440611,325.6303438661994
Mon 11:50:00,0.0,240.0,14.093874311793314,71.53646955440611,325.6303438661994
Mon 11:55:00,0.0,240.0,11.65335638578422,71.53646955440611,323.1898259401903
Mon 12:00:00,0.0,320.0,11.65335638578422,71.53646955440611,403.1898259401903
Mon 12:05:00,0.0,400.0,11.65335638578422,56.670308625172495,468.3236650109567
Mon 12:10:00,0.0,400.0,11.65335638578422,56.670308625172495,468.3236650109567
Mon 12:15:00,0.0,400.0,11.65335638578422,56.670308625172495,468.3236650109567
Mon 12:20:00,0.0,320.0,11.65335638578422,40.74918233871165,372.40253872449586
Mon 12:25:00,0.0,320.0,11.65335638578422,40.74918233871165,372.40253872449586
Mon 12:30:00,0.0,240.0,8.522991087416296,40.74918233871165,289.27217342612795
Mon 12:35:00,0.0,240.0,8.522991087416296,40.74918233871165,289.27217342612795
Mon 12:40:00,0.0,240.0,8.522991087416296,40.74918233871165,289.27217342612795
Mon 12:45:00,0.0,240.0,8.522991087416296,40.74918233871165,289.27217342612795
Mon 12:50:00,0.0,240.0,8.522991087416296,40.74918233871165,289.27217342612795
Mon 12:55:00,0.0,240.0,5.466334980783459,40.74918233871165,286.2155173194951
Mon 13:00:00,0.0,320.0,5.466334980783459,40.74918233871165,366.2155173194951
Mon 13:05:00,0.0,480.0,5.466334980783459,40.74918233871165,526.2155173194951
Mon 13:10:00,0.0,480.0,5.466334980783459,40.74918233871165,526.2155173194951
Mon 13:15:00,0.0,560.0,5.466334980783459,40.74918233871165,606.2155173194951
Mon 13:20:00,0.0,560.0,5.466334980783459,40.74918233871165,606.2155173194951
Mon 13:25:00,0.0,560.0,5.466334980783459,40.74918233871165,606.2155173194951
Mon 13:30:00,0.0,640.0,5.466334980783459,40.74918233871165,686.2155173194951
Mon 13:35:00,0.0,880.0,5.466334980783459,40.74918233871165,926.2155173194951
Mon 13:40:00,0.0,1040.0,5.466334980783459,40.74918233871165,1086.2155173194951
Mon 13:45:00,0.0,960.0,5.466334980783459,34.45990136345496,999.9262363442384
Mon 13:50:00,0.0,960.0,5.466334980783459,34.45990136345496,999.9262363442384
Mon 13:55:00,0.0,1040.0,5.466334980783459,34.45990136345496,1079.9262363442383
Mon 14:00:00,80.0,1040.0,5.466334980783459,34.45990136345496,1159.9262363442383
Mon 14:05:00,80.0,960.0,5.466334980783459,34.45990136345496,1079.9262363442383
Mon 14:10:00,80.0,880.0,5.466334980783459,34.45990136345496,999.9262363442384
Mon 14:15:00,80.0,960.0,5.466334980783459,34.45990136345496,1079.9262363442383
Mon 14:20:00,160.0,1040.0,5.466334980783459,34.45990136345496,1239.9262363442383
Mon 14:25:00,160.0,1040.0,5.466334980783459,34.45990136345496,1239.9262363442383
Mon 14:30:00,160.0,1040.0,5.466334980783459,34.45990136345496,1239.9262363442383
Mon 14:35:00,160.0,1040.0,5.466334980783459,34.45990136345496,1239.9262363442383
Mon 14:40:00,160.0,1120.0,5.466334980783459,34.45990136345496,1319.9262363442383
Mon 14:45:00,213.2354927586073,1120.0,5.466334980783459,34.45990136345496,1373.1617291028456
Mon 14:50:00,213.2354927586073,1200.0,5.466334980783459,34.45990136345496,1453.1617291028456
Mon 14:55:00,213.2354927586073,1200.0,5.466334980783459,34.45990136345496,1453.1617291028456
Mon 15:00:00,213.2354927586073,1280.0,5.466334980783459,34.45990136345496,1533.1617291028456
Mon 15:05:00,213.2354927586073,1200.0,5.466334980783459,34.45990136345496,1453.1617291028456
Mon 15:10:00,267.0400289458637,1120.0,5.466334980783459,34.45990136345496,1426.966265290102
Mon 15:15:00,267.0400289458637,1200.0,5.466334980783459,34.45990136345496,1506.966265290102
Mon 15:20:00,267.0400289458637,1200.0,5.466334980783459,34.45990136345496,1506.966265290102
Mon 15:25:00,267.0400289458637,1200.0,5.466334980783459,34.45990136345496,1506.966265290102
Mon 15:30:00,267.0400289458637,1200.0,5.466334980783459,34.45990136345496,1506.966265290102
Mon 15:35:00,267.0400289458637,1200.0,5.466334980783459,21.08302317103057,1493.5893870976777
Mon 15:40:00,267.0400289458637,1170.8229195034862,5.466334980783459,21.08302317103057,1464.412306601164
Mon 15:45:00,427.0400289458637,1010.822919503486,5.466334980783459,21.08302317103057,1464.4123066011637
Mon 15:50:00,427.0400289458637,1075.2395813230733,5.466334980783459,10.060517855995167,1517.8064631057155
Mon 15:55:00,507.0400289458637,1075.2395813230733,5.466334980783459,10.060517855995167,1597.8064631057155
Mon 16:00:00,507.0400289458637,1075.2395813230733,5.466334980783459,10.060517855995167,1597.8064631057155
Mon 16:05:00,427.0400289458637,1235.2395813230733,5.466334980783459,10.060517855995167,1677.8064631057155
Mon 16:10:00,427.0400289458637,1315.2395813230733,5.466334980783459,16.334657629058913,1764.0806028787792
Mon 16:15:00,427.0400289458637,1315.2395813230733,5.466334980783459,16.334657629058913,1764.0806028787792
Mon 16:20:00,427.0400289458637,1235.2395813230733,5.466334980783459,16.334657629058913,1684.0806028787792
Mon 16:25:00,347.0400289458637,1155.2395813230733,5.466334980783459,16.334657629058913,1524.0806028787792
Mon 16:30:00,427.04002894586375,1155.2395813230733,0.0,16.334657629058913,1598.614267897996
Mon 16:35:00,427.04002894586375,1155.2395813230733,0.0,16.334657629058913,1598.614267897996
Mon 16:40:00,507.04002894586375,1395.2395813230733,0.0,16.334657629058913,1918.614267897996
Mon 16:45:00,507.04002894586375,1315.2395813230733,0.0,16.334657629058913,1838.614267897996
Mon 16:50:00,453.8045361872564,1395.2395813230733,0.0,16.334657629058913,1865.3787751393886
Mon 16:55:00,453.8045361872564,1635.2395813230733,0.0,16.334657629058913,2105.3787751393884
Mon 17:00:00,453.8045361872564,1635.2395813230733,0.0,16.334657629058913,2105.3787751393884
Mon 17:05:00,518.6362951785325,1635.2395813230733,0.0,16.334657629058913,2170.2105341306647
Mon 17:10:00,518.6362951785325,1715.2395813230733,0.0,16.334657629058913,2250.2105341306647
Mon 17:15:00,464.8317589912761,1795.2395813230733,0.0,16.334657629058913,2276.4059979434082
Mon 17:20:00,544.831758991276,2035.2395813230733,0.0,16.334657629058913,2596.4059979434082
Mon 17:25:00,544.831758991276,2100.2601751446064,0.0,16.334657629058913,2661.4265917649413
Mon 17:30:00,624.831758991276,2100.2601751446064,0.0,28.62369138161505,2753.7156255174973
Mon 17:35:00,662.9283143998598,2100.2601751446064,0.0,28.62369138161505,2791.812180926081
Mon 17:40:00,742.9283143998598,2227.557796994997,0.0,28.62369138161505,2999.1098027764715
Mon 17:45:00,742.9283143998598,2096.734877491511,9.460800177611738,28.62369138161505,2877.7476834505974
Mon 17:50:00,662.9283143998598,2176.734877491511,9.460800177611738,28.62369138161505,2877.7476834505974
Mon 17:55:00,662.9283143998598,2112.318215671924,9.460800177611738,28.62369138161505,2813.3310216310106
Mon 18:00:00,582.9283143998598,2192.318215671924,9.460800177611738,41.84421712086271,2826.5515473702585
Mon 18:05:00,582.9283143998598,2192.318215671924,9.460800177611738,49.36065845898904,2834.0679887083847
Mon 18:10:00,582.9283143998598,2032.318215671924,9.460800177611738,49.36065845898904,2674.0679887083847
Mon 18:15:00,662.9283143998598,2032.318215671924,9.460800177611738,49.36065845898904,2754.0679887083847
Mon 18:20:00,742.9283143998598,2032.318215671924,9.460800177611738,49.36065845898904,2834.0679887083847
Mon 18:25:00,742.9283143998598,2336.9124264667366,9.460800177611738,49.36065845898904,3138.6621995031974
Mon 18:30:00,822.9283143998598,2416.9124264667366,12.096669584733412,49.36065845898904,3301.2980689103188
Mon 18:35:00,742.9283143998598,2480.0292488007053,12.096669584733412,39.30014060299387,3274.354373388292
Mon 18:40:00,902.9283143998598,2480.0292488007053,12.096669584733412,39.30014060299387,3434.354373388292
Mon 18:45:00,822.9283143998598,2240.0292488007053,12.096669584733412,39.30014060299387,3114.354373388292
Mon 18:50:00,822.9283143998598,2240.0292488007053,12.096669584733412,39.30014060299387,3114.354373388292
Mon 18:55:00,887.0052059754024,2320.0292488007053,16.277705501051372,39.30014060299387,3262.6123008801533
Mon 19:00:00,967.0052059754024,2000.029248800705,16.277705501051372,50.46799807071931,3033.780158347878
Mon 19:05:00,1047.0052059754023,2000.029248800705,22.422858997359,50.46799807071931,3119.9253118441857
Mon 19:10:00,982.1734469841264,2144.973399594668,22.422858997359,50.46799807071931,3200.0377036468726
Mon 19:15:00,982.1734469841264,2144.973399594668,22.422858997359,50.46799807071931,3200.0377036468726
Mon 19:20:00,982.1734469841264,2064.973399594668,27.17246949417021,50.46799807071931,3124.787314143684
Mon 19:25:00,982.1734469841264,1824.973399594668,27.17246949417021,50.46799807071931,2884.787314143684
Mon 19:30:00,1062.1734469841265,1679.9528057731343,27.17246949417021,50.46799807071931,2819.7667203221504
Mon 19:35:00,1062.1734469841265,1759.9528057731343,27.17246949417021,50.46799807071931,2899.7667203221504
Mon 19:40:00,1024.0768915755425,2065.8446093904263,27.17246949417021,50.46799807071931,3167.5619685308584
Mon 19:45:00,1150.8874730205762,1938.546987540036,27.17246949417021,50.46799807071931,3167.074928125502
Mon 19:50:00,1230.8874730205762,1858.546987540036,32.1813270295475,50.46799807071931,3172.083785660879
Mon 19:55:00,1436.8871190113332,1858.546987540036,32.1813270295475,68.78064866742415,3396.396082248341
Mon 20:00:00,1436.8871190113332,1858.546987540036,32.1813270295475,68.78064866742415,3396.396082248341
Mon 20:05:00,1596.8871190113332,1938.546987540036,32.1813270295475,68.78064866742415,3636.396082248341
Mon 20:10:00,1676.8871190113332,2018.546987540036,32.1813270295475,81.61078431140572,3809.2262178923224
Mon 20:15:00,1756.8871190113332,2075.663058532725,32.1813270295475,81.61078431140572,3946.3422888850114
Mon 20:20:00,1676.8871190113327,2075.663058532725,41.26124901387172,81.61078431140572,3875.422210869335
Mon 20:25:00,1676.8871190113327,2235.663058532725,41.26124901387172,81.61078431140572,4035.422210869335
Mon 20:30:00,1916.8871190113327,2011.068847737912,41.26124901387172,81.61078431140572,4050.828000074522
Mon 20:35:00,1996.8871190113327,1931.068847737912,41.26124901387172,81.61078431140572,4050.8280000745217
Mon 20:40:00,2051.429916825017,1947.9520254039437,48.39877133610065,81.61078431140572,4129.391497876466
Mon 20:45:00,1971.429916825017,2107.9520254039435,48.39877133610065,81.61078431140572,4209.391497876466
Mon 20:50:00,1971.429916825017,2107.9520254039435,48.39877133610065,81.61078431140572,4209.391497876466
Mon 20:55:00,1971.429916825017,2187.9520254039435,48.39877133610065,91.06798952872968,4298.84870309379
Mon 21:00:00,2067.3530252494743,2187.9520254039435,48.39877133610065,91.06798952872968,4394.771811518248
Mon 21:05:00,2067.3530252494743,2187.9520254039435,48.39877133610065,91.06798952872968,4394.771811518248
Mon 21:10:00,2147.3530252494743,2267.9520254039435,48.39877133610065,91.06798952872968,4554.771811518248
Mon 21:15:00,2227.3530252494743,2043.007874609981,48.39877133610065,91.06798952872968,4409.827660724285
Mon 21:20:00,2227.3530252494743,2043.007874609981,55.91899473370776,91.06798952872968,4417.347884121893
Mon 21:25:00,2387.3530252494743,2043.0078746099807,55.91899473370776,91.06798952872968,4577.347884121893
Mon 21:30:00,2387.3530252494743,1963.0078746099807,55.91899473370776,99.0835627297349,4505.363457322898
Mon 21:35:00,2387.3530252494743,1963.0078746099807,55.91899473370776,99.0835627297349,4505.363457322898
Mon 21:40:00,2547.3530252494743,1883.0078746099807,55.91899473370776,99.0835627297349,4585.363457322898
Mon 21:45:00,2547.3530252494743,1657.1160709926894,55.91899473370776,99.0835627297349,4359.4716537056065
Mon 21:50:00,2420.5424438044406,1737.1160709926892,63.67339191092039,99.0835627297349,4320.415469437785
Mon 21:55:00,2420.5424438044406,1737.1160709926892,63.67339191092039,99.0835627297349,4320.415469437785
Mon 22:00:00,2294.542797813684,1657.1160709926892,63.67339191092039,108.78550405442826,4124.117764771721
Mon 22:05:00,2518.228114243129,1817.1160709926887,65.64201451420558,119.93742229249509,4520.923622042518
Mon 22:10:00,2575.6418037729222,1737.1160709926892,65.64201451420558,119.93742229249509,4498.3373115723125
Mon 22:15:00,2551.3001505952443,1657.1160709926892,65.64201451420558,119.93742229249509,4393.995658394634
Mon 22:20:00,2551.3001505952443,1600.0,65.64201451420558,119.93742229249509,4336.879587401945
Mon 22:25:00,2551.3001505952443,1520.0,69.43411789856916,119.93742229249509,4260.671690786308
Mon 22:30:00,2613.4885097869887,1360.0,69.43411789856916,119.93742229249509,4162.860049978053
Mon 22:35:00,2653.7938562357654,1360.0,69.43411789856916,130.27823362889595,4213.50620776323
Mon 22:40:00,2573.7938562357654,1440.0,69.43411789856916,130.27823362889595,4213.50620776323
Mon 22:45:00,2738.630122719234,1520.0,69.43411789856916,139.07323905868296,4467.137479676486
Mon 22:50:00,2738.630122719234,1360.0,69.43411789856916,148.08627480541017,4316.150515423213
Mon 22:55:00,2818.630122719234,1360.0,69.43411789856916,148.08627480541017,4396.150515423213
Mon 23:00:00,2898.630122719234,1360.0,69.43411789856916,148.08627480541017,4476.150515423213
Mon 23:05:00,2818.630122719234,1200.0,69.43411789856916,148.08627480541017,4236.150515423213
Mon 23:10:00,2738.6301227192344,1200.0,69.43411789856916,148.08627480541017,4156.150515423214
Mon 23:15:00,2578.6301227192344,1120.0,74.80245586554128,148.08627480541017,3921.5188533901855
Mon 23:20:00,2611.923321497583,1200.0,74.80245586554128,148.08627480541017,4034.812052168534
Mon 23:25:00,2673.48910773057,1120.0,74.80245586554128,148.08627480541017,4016.3778384015213
Mon 23:30:00,2593.489107730571,1120.0,85.1470768227956,148.08627480541017,3946.7224593587766
Mon 23:35:00,2673.489107730571,1120.0,85.1470768227956,148.08627480541017,4026.7224593587766
Mon 23:40:00,2816.1935785421774,1200.0,85.1470768227956,148.08627480541017,4249.426930170383
Mon 23:45:00,2656.193578542177,1280.0,85.1470768227956,148.08627480541017,4169.426930170383
Mon 23:50:00,2656.193578542177,1200.0,85.1470768227956,148.08627480541017,4089.4269301703825
Mon 23:55:00,2869.152908030392,1040.0,85.1470768227956,163.13718947063535,4157.4371743238235
Tue 00:00:00,3029.152908030392,1200.0,85.1470768227956,163.13718947063535,4477.437174323823
Tue 00:05:00,2869.152908030392,1200.0,85.1470768227956,163.13718947063535,4317.437174323823
